Article Title,Article Link,Article Text,Article Summary,Article Image
Premier League: Joshua Zirkzee ends goal drought; Manchester United stage comeback to beat Crystal Palace 2-1,https://timesofindia.indiatimes.com/sports/football/epl/top-stories/premier-league-joshua-zirkzee-ends-goal-drought-manchester-united-stage-comeback-to-beat-crystal-palace-2-1/articleshow/125674298.cms,"Manchester United players (Jordan Pettitt/PA via AP)

Joshua Zirkzee scored his first Premier League goal in nearly a year, while Mason Mount secured the winning goal as Manchester United defeated Crystal Palace 2-1 on Sunday.Ruben Amorim's team initially fell behind when Jean-Philippe Mateta scored a first-half penalty at Selhurst Park. However, Zirkzee and Mount's second-half goals helped United secure their first victory in four matches.United overcame their slow start with Zirkzee's first Premier League goal since his strike against Everton in December 2024. The Dutch striker had experienced a 24-game goalless streak in the league, raising questions about his £36 million transfer from Bologna in 2024.Zirkzee, aged 24, had not found the net in his previous eight appearances since April. Mount, who has faced injury setbacks since joining from Chelsea, celebrated only his second goal of the season.This victory marked United's first win since October, providing relief for Amorim after their recent loss to 10-man Everton at Old Trafford. The win was particularly significant as it ended Palace's unbeaten home record in the Premier League, which had stood since February 15.""There are no excuses"" for United's struggling start to the season, Amorim had stated earlier in the week.Casemiro nearly gave United an early lead within the first minute when a long throw created confusion in Palace's defense, but Dean Henderson saved his close-range shot.Mateta missed an opportunity at the other end, failing to score after getting past Leny Yoro with only goalkeeper Senne Lammens to beat. Lammens then made saves from Daichi Kamada's low shot and helped defend against Yeremy Pino's attempt.Palace took the lead in the 36th minute through a penalty. Yoro fouled Mateta, who initially scored but had his goal disallowed for a double-touch violation.A new rule implemented this season allows successful penalties with accidental double-touches to be retaken. This rule clarification followed Julian Alvarez's disallowed penalty for Atletico Madrid against Real Madrid last season.Mateta successfully converted his second attempt past Lammens. Zirkzee, who had been quiet in the first half, equalized in the 54th minute with a remarkable shot from a difficult angle after receiving Bruno Fernandes' free-kick.Shortly after scoring, Zirkzee almost contributed to an own goal when he deflected the ball toward his own net, but it was cleared to safety.Mount put United ahead in the 63rd minute, scoring from a free-kick assist by Fernandes. His low shot went under the Palace wall and past Henderson from 20 yards out.",Manchester United defeated Crystal Palace 2-1 at Selhurst Park. Jean-Philippe Mateta scored a first-half penalty for Palace. Joshua Zirkzee scored his first Premier League goal in nearly a year. Mason Mount scored the winning goal in the 63rd minute.,"https://static.toiimg.com/thumb/msid-125674433,imgsize-79348,width-400,resizemode-4/britain-premier-league-soccer.jpg"
Need more OCI talent in national team: Khalid Jamil,https://timesofindia.indiatimes.com/sports/football/top-stories/need-more-oci-talent-in-national-team-khalid-jamil/articleshow/125668483.cms,"Khalid Jamil, head coach of India national football team. (Image: X)

KOLKATA: Khalid Jamil seems to have a quick fix for stemming the rot in the Indian national football team — bringing more Ryan Williams-like Overseas Citizen of India (OCI) players to the table.Jamil’s stint with the Blue Tigers began with a creditable third-place finish in their maiden CAFA Nations Cup but it turned out to be false dawn earlier than anticipated with India failing to make the Asian Cup final round with back-to-back losses to Singapore and Bangladesh.“We need more OCI players like Williams in the national team,” Jamil said during an interaction with mediapersons on Saturday. “One or two more such players have been shortlisted and we’ll reveal their names once everything is confirmed. I feel it’s a good chance. It would be better if we have more Indian overseas players with Indian passport. If he’s available and playing outside, it would be very good. It would definitely improve our performance. In the last game (against Bangladesh) had Ryan Williams been there, we could have performed better,” Jamil remarked.After relinquishing his Australian passport to become an Indian citizen, Williams travelled to Dhaka as a member of Jamil’s squad but could not play because of the delay in getting the mandatory Fifa approval with respect to the change of member association.",Jamil’s stint with the Blue Tigers began with a creditable third-place finish in their maiden CAFA Nations Cup but it turned out to be false dawn earlier than anticipated. India failed to make the Asian Cup final round with back-to-back losses to Singapore and Bangladesh.,"https://static.toiimg.com/thumb/msid-125668617,imgsize-28716,width-400,resizemode-4/khalid-jamil.jpg"
Lionel Messi’s Inter Miami storm into first-ever MLS Cup final,https://timesofindia.indiatimes.com/sports/football/top-stories/lionel-messis-inter-miami-storm-into-first-ever-mls-cup-final/articleshow/125668341.cms,"Inter Miami forward Lionel Messi (10) holds the trophy as Inter Miami players celebrate winning an MLS Eastern Conference final (AP Photo/Rebecca Blackwell)

Inter Miami head coach Javier Mascherano showered praise on Lionel Messi , calling him “extraordinary”, after the Argentine icon guided the club into their maiden MLS Cup final with a commanding 5-1 victory over New York City FC on Saturday.Miami’s charge to the championship match was led by a brilliant Tadeo Allende hat-trick, while Mateo Silvetti and Telasco Segovia also found the net in a dominant performance at Fort Lauderdale.Messi, 38, didn’t score on the night, but produced a moment of pure class when he set up Silvetti for Miami’s third goal. That assist came just as New York were closing in on an equaliser and effectively put the contest to bed.Mascherano, who previously shared the pitch with Messi for Barcelona and Argentina, said his star man continues to redefine what is possible.“Leo has spoiled us with the extraordinary,” Mascherano said. “He is unique, someone we won’t see again. Maybe people expected a goal today, but he brought calmness with that third goal. Only he can spot that pass. It basically ended the match.”Miami will now welcome either San Diego FC or the Vancouver Whitecaps, who face off later on Saturday, in next weekend’s MLS Cup final.The team enters the title clash in peak form, having smashed FC Cincinnati 4-0 in the previous round and now dismantling New York with similar ruthlessness.Allende was at the centre of Miami’s attacking storm once again. The 26-year-old struck first in the 14th minute after beating the offside trap, then doubled the lead with an outstanding header shortly after.New York responded through Justin Haak’s headed effort in the 37th minute and almost levelled when Julian Fernandez drew a superb save from Rocco Rios Novo in the 66th minute.That moment proved pivotal. Miami instantly countered, with Rodrigo De Paul and Jordi Alba combining before Messi threaded a perfectly weighted pass to Silvetti, who fired home for 3-1.Segovia made it 4-1 in the 83rd minute, and Allende completed his hat-trick a minute later, setting off huge celebrations.Mascherano credited the squad for turning around a season that once looked in disarray.“The players deserve the praise. They understood the direction we needed to take,” he said. “We grew stronger together and reached this stage with a real sense of unity. Everyone pulls in the same direction, and who starts doesn’t matter. The strength of this group is unshakeable.”",Inter Miami beat New York City FC 5-1 in MLS Eastern Conference final. Tadeo Allende scored a hat-trick and Mateo Silvetti and Telasco Segovia also found the net in dominant performance at Fort Lauderdale. Miami will now welcome either San Diego FC or Vancouver Whitecaps in next weekend's MLS Cup final.,"https://static.toiimg.com/thumb/msid-125668355,imgsize-268234,width-400,resizemode-4/messi39s-inter-miami-advances-to-mls-cup-final-with-5-1-win-over-nycfc-in-east-final.jpg"
La Liga: Dani Olmo scores brace as Barcelona pick up 3-1 victory over Alaves,https://timesofindia.indiatimes.com/sports/football/top-stories/la-liga-dani-olmo-scores-brace-as-barcelona-pick-up-3-1-victory-over-alaves/articleshow/125662137.cms,"Barcelona's Dani Olmo, back, celebrates after scoring (AP Photo/Joan Monfort)

Barcelona secured a 3-1 victory against Alaves in La Liga, with Dani Olmo scoring twice to temporarily place the team at the top of the standings.The match began with a surprising development as Pablo Ibanez gave Alaves an early lead in the first minute. Barcelona quickly responded through young talent Lamine Yamal, who scored from Raphinha's assist.Olmo put Barcelona ahead in the middle of the first half and secured the win with a late goal at their partially reconstructed Camp Nou stadium.Barcelona now leads Real Madrid by two points, with Real Madrid scheduled to face Girona on Sunday.Following their 3-0 defeat to Chelsea in the Champions League, Barcelona managed to secure their fourth consecutive league win during their 126th anniversary celebrations.""They caught us a bit by surprise in the first minute, but the team came back well from that situation, keeping our idea (of how to play), we got the first, then the second, we dominated and got the win,"" Olmo told DAZN.""It's a dream come true to be able to play here, to score and help the team to win.""The team played without Ronald Araujo and Frenkie de Jong, while Jules Kounde was benched after his own goal at Stamford Bridge.Raphinha returned to the starting lineup for the first time since his injury, and Marc Bernal made his first start since August 2024 after recovering from knee surgery.Alaves proved to be more challenging opponents compared to Athletic Bilbao, whom Barcelona defeated 4-0 in their previous home match.Ibanez capitalized on Marc Casado's failed corner clearance and Victor Parada's assist to score the opening goal.Barcelona equalized when Yamal scored from Raphinha's cross, which Olmo missed initially.Joan Garcia made an impressive save to prevent Calebe from scoring, before Olmo gave Barcelona the lead with assistance from Raphinha.Yamal nearly increased Barcelona's advantage but hit the post after getting past Antonio Sivera. Lucas Boye almost scored for Alaves before halftime.The return of Pedri Gonzalez as a substitute in the second half was warmly welcomed by the 45,000 spectators in the three operational stands.Both Yamal and Olmo had near misses as Barcelona sought to extend their lead. Pau Cubarsi made a crucial block to deny Boye's attempt to equalize.Olmo finally scored Barcelona's third goal in stoppage time, assisted by Yamal.""We couldn't keep our lead but after that we had our chances,"" Alaves defender Jonny Otto told DAZN. ""It's not easy to make Barca end up asking for the final whistle.""",Barcelona secured a 3-1 victory against Alaves in La Liga. Dani Olmo scored twice to temporarily place the team at the top of the standings. Pablo Ibanez gave Alaves an early lead in the first minute. Barcelona quickly responded through young talent Lamine Yamal.,"https://static.toiimg.com/thumb/msid-125662255,imgsize-120232,width-400,resizemode-4/spain-la-liga-soccer.jpg"
Rajasthan United win the 41st Governor's Gold Cup 2025 with a 1-0 victory over Services FC,https://timesofindia.indiatimes.com/sports/football/top-stories/rajasthan-united-win-the-41st-governors-gold-cup-2025-with-a-1-0-victory-over-services-fc/articleshow/125657637.cms,"Rajasthan United clinched the 41st Governer's Gold Cup football tournament. (Photo by special arrangement)

Rajasthan United FC clinched the 41st All India Governor's Gold Cup 2025 title with a 1-0 victory over Services FC at Paljor Stadium, Gangtok. Joseph Lalvenhima scored the winning goal in the 59th minute, leading his team to glory in the historic tournament.The match-winning moment came when Lalvenhima showed great skill inside the box. His well-timed shot sent the crowd into a frenzy and proved to be the difference between the two teams. The goal showcased both individual brilliance and team effort.The champions showed great respect for their opponents, Services FC, praising their fighting spirit and sportsmanship. The competitive nature of the final match lived up to the tournament's prestigious reputation.The local fans in Sikkim played a crucial role in the tournament's success. Their warm welcome and constant support created an electric atmosphere throughout the competition.Head Coach Vikas Rawat expressed his pride in the team's performance, stating, ""I'm incredibly proud of the boys. This final demanded bravery and intelligence, and the team delivered both. Joseph's goal was the product of hard work and perfect timing. Everyone fought until the last second, and this trophy is a reward for months of dedication. Rajasthan United FC showed what true character looks like today.""Club Chairman K K Tak celebrated the victory as a significant achievement, saying, ""Winning the Governor's Gold Cup is a monumental moment for our club. The entire squad and staff have shown exceptional commitment, and this championship validates our long-term vision. We thank Sikkim for the warmth and hospitality, and we thank our fans, from home and here in the stadium, for believing in us every step of the way.""Team Captain Bhabindra Malla shared his emotional response to the win: ""This title means everything to the team. We knew the final would be tough, but we stayed focused and trusted the process. Joseph's goal gave us the push we needed, and from there, we fought as a family. This win belongs to every supporter who carried us with their energy. We are proud to take this trophy home.""","Rajasthan United FC clinched the 41st All India Governor's Gold Cup 2025 title with a 1-0 victory over Services FC. Joseph Lalvenhima scored the winning goal in the 59th minute, leading his team to glory in the historic tournament.","https://static.toiimg.com/thumb/msid-125657642,imgsize-113068,width-400,resizemode-4/rajasthan-united-governers-cup.jpg"
Lebanon outclass India at U-17 Asian Cup qualifiers,https://timesofindia.indiatimes.com/sports/football/news/lebanon-outclass-india-at-u-17-asian-cup-qualifiers/articleshow/125651904.cms,"India held by Palestine in AFC U17 Asian Cup 2026 Qualifiers opener in Ahmedabad. (Image: ANI)

AHMEDABAD: Lebanon weathered an early Indian offensive to secure a 2-0 win over India in the Group D AFC U-17 Asian Cup 2026 qualifiers at the Eka Arena here on Friday. With this win, Lebanon ended their group engagements with six points from four matches and were out of reckoning for the finals.India, with four points from three matches, need to defeat Iran in their last encounter on Sunday to progress to the 16-team tournament in Saudi Arabia in 2026. Midfielder Antoine Assaf opened the scoring in the 26th minute with a left-footed strike. Paul Maakaroun increased the tally in the 38th minute.Iran, who beat Palestine 3-1 in Friday’s first match, have seven points. If the top two teams are tied on points, the qualifier for the finals will be decided on the basis of head-to-head record. A free-kick in the fifth minute for Lebanon saw their forward Rami Malaeb hit the woodwork with a fierce strike.","Lebanon weathered an early Indian offensive to secure a 2-0 win over India in the Group D AFC U-17 Asian Cup 2026 qualifiers at the Eka Arena here on Friday. With this win, Lebanon ended their group engagements with six points from four matches and were out of reckoning for the finals. India, with four points from three matches, need to defeat Iran in their last encounter on Sunday to progress to the 16-team tournament in Saudi Arabia in 2026.","https://static.toiimg.com/thumb/msid-125651964,imgsize-106104,width-400,resizemode-4/afc-u17-asian-cup-2026-qualifiers.jpg"
Arsenal boss Mikel Arteta says Chelsea 'deserve' to be considered title rivals,https://timesofindia.indiatimes.com/sports/football/epl/top-stories/arsenal-boss-mikel-arteta-says-chelsea-deserve-to-be-considered-title-rivals/articleshow/125642422.cms,"Mikel Arteta (AFP Photo)

Go Beyond The Boundary with our YouTube channel.

Exclusive: Vidit Gujrathi Opens Up on 'Big' Burnout and Friendship with GM Anish Giri

Arsenal manager Mikel Arteta says second-placed Chelsea ""fully deserve"" to be considered Premier League title contenders as he prepares his team for Sunday's game at Stamford Bridge.Arteta's men are currently six points clear of the second-placed Blues after 12 games of the season.They are in buoyant mood after a 4-1 win over arch-rivals Tottenham was followed by a 3-1 defeat of German giants Bayern Munich in the Champions League.Chelsea's tails are also up following three straight league wins and a thumping 3-0 victory over Barcelona on Tuesday.Despite their fine form, Enzo Maresca's youthful Chelsea side are still considered outsiders to win the Premier League title.But Arteta is not underestimating his opponents, who won the UEFA Conference League and Club World Cup last season.""I think we are all there and they (Chelsea) are there because they fully deserve to be,"" he told reporters on Friday.""What they have done in the last few years, I think the squad that they assembled, the numbers that they have, the quality that they have, the number of coaches they have, it makes sense that what is happening there is very, very positive and they deserve to be there.""The former Arsenal and Spain midfielder said Chelsea were one of the teams he most enjoyed watching.""They have a lot of fluidity, they have a lot of threat, they have a lot of individual talent, they are very clear what they want to do and that's why they are very tough,"" he said.""Obviously it's a big game, it's a big London derby. We're going to play a really, really good opponent. They are in really good form and we know the challenge, we know the opportunity that we have as well on Sunday, so we are fully ready for it.""","Arsenal manager Mikel Arteta says Chelsea ""fully deserve"" to be considered Premier League title contenders. Arteta's men are currently six points clear of the second-placed Blues after 12 games of the season. Chelsea's tails are up following three straight league wins and a thumping 3-0 victory over Barcelona on Tuesday.","https://static.toiimg.com/thumb/msid-125642418,imgsize-33446,width-400,resizemode-4/mikel-arteta-2811-sds.jpg"
"9-year-old Urban Negi joins Everton Academy, Premier League shares kids' Indian origin",https://timesofindia.indiatimes.com/sports/football/top-stories/9-year-old-urban-negi-joins-everton-academy-premier-league-shares-kids-indian-origin/articleshow/125635612.cms,"9-year-old football prodigy Urban Negi joins Everton Academy. (Image: X/PLforIndia)

Nine-year-old Urban Negi, a footballer of Indian origin, has signed with Everton Academy in England, offering a ray of hope for Indian football which is currently experiencing a decline in FIFA rankings and domestic turmoil. The young prodigy from South London, who previously played for Dynamo Youth FC, has made the significant move to Finch Farm Academy in Liverpool in 2025.The Premier League India's X and Instagram brought attention to Urban's signing by sharing photos of him with an Everton jersey and an Indian flag at Everton's new Hill Dickinson Stadium. The images were taken during his first visit to the stadium after signing with the club in summer.Urban's remarkable skills and quick footwork have been evident in clips shared on social media, showcasing his talent at this young age. He has already scored goals for Everton's developmental teams, including finding the net in a Merseyside Derby against Liverpool.The young player joins Everton, a club known for its successful academy graduates, including Wayne Rooney. Urban is said to admire Everton's number 10 Iliman Ndiaye, who has emerged as one of the Premier League's top creative players since joining the club last year.His parents shared details about his transition on social media, stating: ""Urbs leaving behind his friends, school, and everything familiar to start fresh in a new city was incredibly tough. And at just 9 years old, it takes immense courage and resilience. Urbs has navigated these changes with such bravery. He's had to say goodbye to his London mates and step into a completely new environment, making new friends and finding his feet all over again. He made it look easy!""Social media clips have captured Urban's impressive skills, including his competitive spirit when he celebrated a goal against Liverpool by gesturing to silence an opposition player.While Urban isn't the only British player of Indian origin in Premier League club academies, his emergence comes at a challenging time for Indian football. The country's men's national team has seen a decline in FIFA rankings, and the domestic football structure faces significant challenges.The young talent's progress at Everton will be closely watched by Indian football fans, who see him as a potential beacon for the future of the sport.","Urban Negi, a footballer of Indian origin, has signed with Everton Academy in England. The young prodigy from South London has made the significant move to Finch Farm Academy in Liverpool in 2025. Urban's remarkable skills and quick footwork have been evident in clips shared on social media.","https://static.toiimg.com/thumb/msid-125636077,imgsize-62968,width-400,resizemode-4/urban-negi.jpg"
Russell Wilson’s wife Ciara brings the ‘sassy and saucy’ vibes to NYC photoshoot for Remix Magazine,https://timesofindia.indiatimes.com/sports/nfl/news/russell-wilsons-wife-ciara-brings-the-sassy-and-saucy-vibes-to-nyc-photoshoot-for-remix-magazine/articleshow/125717472.cms,"(Image via Instagram: Ciara)

Ciara subtly exudes charm, class, and confidence in her recent New York City photoshoot

Also Read:

Class? Check. Sass? Double check. Vibe? Triple check. Ciara , the ever-resplendent wife of Russell Wilson, graces the cover of Remix Magazine, New Zealand’s go-to for all things fashion, beauty, lifestyle, and culture. This season’s issue delves into an all-encompassing interview with the mom-of-four, who opens up about her new chapter, creative independence, and a career spanning over 20 years. Readers get the inside scoop on her latest album, CiCi, her first project released on her own label.The magazine is packed with fashion and beauty inspiration, candid chats with fellow musicians, and exclusive behind-the-scenes moments from her Brooklyn photoshoot. Ciara even gave fans a sneak peek on Instagram, sharing a video clip from the shoot. She captioned it: “Got a little sassy and saucy in NYC on the cover shoot of @RemixMagazine. Thanks for having me. 🫶🏽 Interview @tessapatrick Photography @tylerpatrickkenny Videography @meech213 Styling @ayumiperry Creative Director @stevenfernandez Executive Producer @timphin Hair @dimitrishair Makeup @yolondafrederick Nails @misako_nails Location @thewilliamvale & @westlightnyc.In the video clip shared by Russell Wilson’s beloved Ciara, she transforms into the ultimate boss, striding through a series of power-packed business looks. She starts with an oversized black blazer, its bold lapels and gleaming gold buttons catching the light, paired with a double-layered gold choker and hoop earrings. Next, she commands attention in an oversized leather jacket with dramatic, voluminous sleeves and a cinched waist, her long black gloves peeking out from beneath. In another scene, she stuns in a high-necked blouse with flowing, draped fabric, its abstract marble pattern swirling in black, white, and reddish-brown.She then wraps herself in a plush, oversized white coat with a lavish collar that frames her face. For a cozy twist, she sports a fluffy winter jacket in mottled brown and beige, complete with a matching beanie and chunky scarf. Finally, Ciara turns heads in a dark gray pinstriped suit, the blazer featuring a daring cutout under the arms, strong shoulder pads, and a deep V-neckline, finished with simple gold bracelets on each wrist. Throughout, her signature ombre hair, blonde melting into deep brunette, frames her face, while her bold eye makeup and thick eyeliner amplify her fierce, confident aura. She poses against the city skyline, exuding unstoppable energy.","Ciara graces the cover of Remix Magazine, New Zealand’s go-to for all things fashion, beauty, lifestyle, and culture. The magazine is packed with fashion and beauty inspiration, candid chats with fellow musicians, and exclusive behind- the-scenes moments from her Brooklyn photoshoot.","https://static.toiimg.com/thumb/msid-125717467,imgsize-32536,width-400,resizemode-4/nfl-ciara-wilson.jpg"
"Tom Brady spends family-first Thanksgiving with his children, years after ex-wife Gisele Bündchen called out NFL star’s intense work habits",https://timesofindia.indiatimes.com/sports/nfl/news/tom-brady-spends-family-first-thanksgiving-with-his-children-years-after-ex-wife-gisele-bndchen-called-out-nfl-stars-intense-work-habits/articleshow/125715178.cms,"Tom Brady spends Thanksgiving wrapped in family time.Image via: Getty

Tom Brady reflects on family, Michigan memories and moments that meant the most



Also read:

Tom Brady may be busy with his FOX duties these days, but his Thanksgiving break proved he still treasures the quieter moments. Instead of rushing between stadiums, he headed back to Michigan for a long weekend that looked more personal than anything fans have seen from him recently. His Instagram carousel on Monday told the whole story, starting with a photo of him wrapped around his daughter, Vivian, on the Michigan field and another of his sons, Jack and Benjamin, proudly showing off their Wolverines gear during the rivalry matchup with Ohio State. It was the kind of update that immediately stood out to fans who are used to seeing Brady in constant work mode.This shift toward family time also connects back to what Brady once revealed about the strain his schedule created at home. In 2020, he spoke about a heartfelt letter Gisele Bündchen wrote to him, explaining that he wasn’t contributing enough because he was constantly working. As Brady put it, “She didn’t feel I was doing my part for the family,” a wake-up call that made him reevaluate how he handled his career and personal life.Tom Brady's visit turned into a full family reunion, with his parents, Galynn and Tom Brady Sr., joining him, along with his niece Maya Brady, who has made a name for herself as a softball star at UCLA.Brady had already worked the Lions-Packers game on Thanksgiving for FOX, but once that was done, he made sure to get to Ann Arbor in time to soak up the holiday with the people closest to him.Brady summed up the trip with a message that struck a warm note. It read, “What a special Thanksgiving weekend with the people I love most!” He described the mood of the holiday, adding, “Laughing, playing, eating too much… and enjoying our family and football and tradition in the state of Michigan."" He also joked about how relaxed campus life feels now, saying that visiting without worrying about finals, “is always such a special experience. ”The post included more photos, including a stop to watch Maya play volleyball for Michigan and a reunion with former teammates like Rob Gronkowski. Brady also shared a picture with FOX colleagues Dean Blandino, Kevin Burkhardt, Erin Andrews and Tom Rinaldi, showing a bit of the work side of his trip. One line stood out for fans: he called making Michigan memories with his kids “a dream come true.”He closed with a message that felt especially heartfelt which read, “Surrounded by the love of my parents means the world to me… Sending my love to you all and gratitude and I hope you all had an incredible Thanksgiving as well. Even the people in Columbus.”","Tom Brady spent Thanksgiving in Michigan with his family. He shared photos of the trip on his Instagram. He called making Michigan memories with his kids “a dream come true.” He also joked about how relaxed campus life feels now, saying that visiting without worrying about finals is always such a special experience.","https://static.toiimg.com/thumb/msid-125715599,imgsize-75068,width-400,resizemode-4/tom-brady.jpg"
"Who are Charlie Puth, Brandi Carlile and Coco Jones? Super Bowl LX adds the trio to its bold lineup ahead of the Bad Bunny Halftime Show",https://timesofindia.indiatimes.com/sports/nfl/news/who-are-charlie-puth-brandi-carlile-and-coco-jones-super-bowl-lx-adds-the-trio-to-its-bold-lineup-ahead-of-the-bad-bunny-halftime-show/articleshow/125712349.cms,"Super Bowl LX expands its bold lineup.Image via: Getty

Who are Charlie Puth, Coco Jones and Brandi Carlile joining Super Bowl LX?

Also read

Super Bowl LX just picked up major buzz after the NFL confirmed the artists who will open the night before kickoff. Fans were already talking about Bad Bunny headlining the Halftime Show, but the addition of Charlie Puth Brandi Carlile and Coco Jones has pushed excitement even higher. The mix of pop, R&B and powerhouse vocals gives the league a wide range of star appeal for one of the biggest TV nights of the year. The lineup reveal also arrived during a season where the NFL has been taking bigger swings with its music choices. With the game scheduled for February 8, 2026 at Levi’s Stadium in Santa Clara, the league seems set on creating a pregame show that covers multiple genres and audiences. While many fans have praised the lineup, the decision has also drawn criticism from conservative commentators who object to having a Spanish-language performer during President Donald Trump’s immigration crackdown.Charlie Puth, 33, will perform the national anthem. He is known for hits like ""Attention,"" ""We Don’t Talk Anymore"" and ""See You Again,"" and has racked up more than 35 billion streams worldwide. His Super Bowl appearance will come shortly before his next album, Whatever's Clever!, which arrives in March 2026.Brandi Carlile will take on ""America the Beautiful."" The singer, 44, has earned eleven Grammy Awards and is widely recognized for her powerful voice and songwriting. She is also an Oscar nominee, two time Emmy winner and bestselling author. Her latest album, Returning to Myself, follows her Grammy-nominated collaboration with Elton John titled Who Believes in Angels?Meanwhile, Coco Jones rounds out the pregame set with a performance of ""Lift Every Voice and Sing.""Jones, 27, won the 2024 Grammy for Best R&B Performance for her platinum single ""ICU"" and now stars as Hilary Banks on Peacock’s Bel Air.NFL executive Jon Barker praised the lineup, saying, ""Super Bowl Sunday is the world’s biggest entertainment stage, and we’re proud to spotlight artists who embody the very best of music and culture."" Roc Nation CEO Desiree Perez added, ""Charlie, Brandi and Coco are generational talents.""This year’s show will also feature ASL performances from Fred Beam and Julian Ortiz, along with a historic multilingual signing of the Halftime Show led by Celimar Rivera Cosme. Bad Bunny, announced earlier as the Halftime performer, shared his excitement, saying, ""What I'm feeling goes beyond myself… Ve y dile a tu abuela, que seremos el HALFTIME SHOW DEL SUPER BOWL.""","Brandi Carlile, Charlie Puth and Coco Jones will perform at Super Bowl LX. Bad Bunny will headline the Halftime Show. The game is scheduled for February 8, 2026 at Levi's Stadium in Santa Clara. The NFL has been taking bigger swings with its music choices this season.","https://static.toiimg.com/thumb/msid-125712772,imgsize-137402,width-400,resizemode-4/superbowl-artists.jpg"
Charlie Puth stands firm after national anthem backlash insisting his vocals during Super Bowl 2026 performance will exceed expectations,https://timesofindia.indiatimes.com/sports/nfl/news/charlie-puth-stands-firm-after-national-anthem-backlash-insisting-his-vocals-during-super-bowl-2026-performance-will-exceed-expectations/articleshow/125710409.cms,"Charlie Puth confidently addressed criticism regarding his Super Bowl LX anthem performance, acknowledging Whitney Houston's legacy while promising a ""really special arrangement"" and one of his ""best vocal performances."" He further demonstrated his expertise by breaking down the anthem's challenging vocal range in an Instagram video, showcasing his skills as a Berklee-trained arranger and producer.","Charlie Puth addressed criticism of his Super Bowl LX anthem performance. He promised a ""really special arrangement"" and one of his ""best vocal performances"" Puth is a Berklee-trained arranger and producer. He further demonstrated his expertise by breaking down the anthem's challenging vocal range.","https://static.toiimg.com/thumb/msid-125710405,imgsize-112506,width-400,resizemode-4/charlie-puth.jpg"
Why did the Giants bench Abdul Carter again? The rookie’s repeated tardiness and team-rule violations raise fresh concerns,https://timesofindia.indiatimes.com/sports/nfl/news/why-did-the-giants-bench-abdul-carter-again-the-rookies-repeated-tardiness-and-team-rule-violations-raise-fresh-concerns/articleshow/125708477.cms,"(Image Source - Getty Images)

Why was Abdul Carter benched?

When Abdul Carter opened the game on the bench, it immediately raised eyebrows because it fit a pattern many inside the New York Giants building have been talking about. Carter already had a similar moment two weeks earlier when he sat out the first series against the Green Bay Packers after missing a walk-through that insiders described as part of a rookie year trend. At the time, he told ESPN it was an honest mistake and blamed a treatment schedule mix up, brushing aside talk of oversleeping.Still, that incident happened under the shadow of a 1 9 start that cost Brian Daboll his job, and several players privately shared that discipline had slipped throughout the season. Once Mike Kafka stepped in as interim head coach in November, things shifted quickly. So when ESPN reported that Carter’s latest absence was simply a coach’s decision, it matched Kafka’s early push to tighten up expectations. Reports cited by CBS Sports noted that Carter had missed all or part of another team responsibility before kickoff. With the Giants stuck in a six game skid and riding a 12 game road losing streak, it feels like Kafka is trying to reset the entire culture. Carter’s benching was just the most visible sign.ESPN sideline reporter shared the details during the broadcast, stating that sources had informed her the absence was classified as a ""coach's decision"" and not related to any injury.Interim head coach Mike Kafka later confirmed the disciplinary nature of the move but kept specifics internal, telling reporters postgame, ""It's a coach's decision,"" without elaborating further on the infraction.Reports from The New York Post, cited by CBS Sports, indicated that Carter had missed all or part of another team responsibility leading into the game, echoing the reason for his prior benching.This came amid a broader team context: The Giants entered the matchup on a six-game losing streak, including 12 straight road defeats dating back to the previous season, and Kafka, hired last month after the firing of head coach Brian Daboll, has emphasized accountability as a core principle in his early tenure. Several Giants players have noted to ESPN that lapses in discipline contributed to the team's 2-9 record through 12 games.Also Read: Quinshon Judkins injury update: Cleveland Browns’ star slams his head forcing an exit",Abdul Carter was benched for the first series of the New York Giants game against the Green Bay Packers. Carter already had a similar moment two weeks earlier when he missed a walk-through that insiders described as part of a rookie year trend. Interim head coach Mike Kafka later confirmed the disciplinary nature of the move but kept specifics internal.,"https://static.toiimg.com/thumb/msid-125708472,imgsize-71576,width-400,resizemode-4/abdul-carter.jpg"
